1537187740	da:a1:19:01:85:98	UNKNOWN	b''	-256	2018-09-17 07:35:40.236851
1537187740	da:a1:19:01:85:98	UNKNOWN	b''	-256	2018-09-17 07:35:40.241538
1537187740	da:a1:19:01:85:98	UNKNOWN	b''	-256	2018-09-17 07:35:40.248660
1537187740	da:a1:19:93:8f:82	UNKNOWN	b''	-256	2018-09-17 07:35:40.745075
1537187740	da:a1:19:93:8f:82	UNKNOWN	b''	-256	2018-09-17 07:35:40.765648
1537187741	e0:98:61:f4:2b:86	Motorola Mobility LLC, a Lenovo Company	b'WIFFI-ALFONSO'	-256	2018-09-17 07:35:41.009303
1537187741	8e:38:37:79:48:e2	UNKNOWN	b''	-256	2018-09-17 07:35:41.520751
1537187741	8e:38:37:79:48:e2	UNKNOWN	b''	-256	2018-09-17 07:35:41.567214
1537187741	8e:38:37:79:48:e2	UNKNOWN	b''	-256	2018-09-17 07:35:41.587556
1537187741	8c:79:67:db:e7:af	zte corporation	b''	-256	2018-09-17 07:35:41.661240
1537187741	8c:79:67:db:e7:af	zte corporation	b''	-256	2018-09-17 07:35:41.664082
1537187741	8c:79:67:db:e7:af	zte corporation	b''	-256	2018-09-17 07:35:41.726115
1537187741	8c:79:67:db:e7:af	zte corporation	b''	-256	2018-09-17 07:35:41.728301
1537187741	aa:fb:72:72:7a:4b	UNKNOWN	b''	-256	2018-09-17 07:35:41.748704
1537187741	aa:fb:72:72:7a:4b	UNKNOWN	b''	-256	2018-09-17 07:35:41.779184
1537187741	a8:5c:2c:7e:30:12	UNKNOWN	b'WIFI BAQCORTISSOZ'	-256	2018-09-17 07:35:41.816500
1537187741	8c:79:67:db:e7:af	zte corporation	b''	-256	2018-09-17 07:35:41.830626
1537187741	8c:79:67:db:e7:af	zte corporation	b''	-256	2018-09-17 07:35:41.837778
1537187741	a8:5c:2c:7e:30:12	UNKNOWN	b'WIFI BAQCORTISSOZ'	-256	2018-09-17 07:35:41.852435
1537187742	8a:ce:5e:b6:12:58	UNKNOWN	b''	-256	2018-09-17 07:35:42.180545
1537187742	fc:f8:ae:59:77:ed	Intel Corporate	b'WIFI BAQCORTISSOZ'	-256	2018-09-17 07:35:42.245558
1537187742	fc:f8:ae:59:77:ed	Intel Corporate	b''	-256	2018-09-17 07:35:42.247889
1537187742	e8:50:8b:80:68:65	SAMSUNG ELECTRO-MECHANICS(THAILAND)	b''	-256	2018-09-17 07:35:42.354056
1537187742	e8:50:8b:80:68:65	SAMSUNG ELECTRO-MECHANICS(THAILAND)	b''	-256	2018-09-17 07:35:42.375335
1537187742	bc:14:85:5a:ee:cd	Samsung Electronics Co.,Ltd	b''	-256	2018-09-17 07:35:42.648656
1537187742	bc:14:85:5a:ee:cd	Samsung Electronics Co.,Ltd	b''	-256	2018-09-17 07:35:42.710026
1537187742	a4:ba:76:1a:c6:37	HUAWEI TECHNOLOGIES CO.,LTD	b''	-256	2018-09-17 07:35:42.806267
